Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
3,84.25,0,0.0,52,1687.25,0.0,0.05,20.15,0.19,Nov,2,2,1,2,New_Visitor,False,False
3,0.0,0,0.0,1,0.0,0.04,0.2,15.39,0.26,May,1,1,4,3,Returning_Visitor,False,False
0,92.73,0,407.92,19,900.92,0.03,0.06,0.0,0.34,May,1,1,8,1,Returning_Visitor,False,False
0,93.47,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Nov,3,2,1,10,Returning_Visitor,True,False
13,388.3,2,421.49,70,6483.77,0.0,0.05,24.27,0.0,May,2,2,4,2,Returning_Visitor,False,False
3,0.0,0,408.05,37,0.0,0.03,0.06,15.4,0.21,May,2,2,1,3,Returning_Visitor,False,False
0,0.0,0,0.0,45,1703.58,0.02,0.05,0.0,0.0,June,4,1,3,3,Returning_Visitor,False,False
3,114.29,1,408.44,4,126.0,0.0,0.01,15.44,0.0,May,2,2,6,5,New_Visitor,False,False
3,0.0,0,0.0,11,242.92,0.0,0.02,16.16,0.19,Dec,2,10,7,2,Returning_Visitor,True,True
0,0.0,0,0.0,37,19.0,0.0,0.1,15.29,0.0,May,3,2,6,1,Returning_Visitor,True,False
7,51.5,2,433.28,59,1954.75,0.03,0.05,0.0,0.0,Jul,2,2,3,1,New_Visitor,False,False
2,112.52,1,413.92,40,97.0,0.0,0.03,0.0,0.19,Mar,3,3,1,10,Returning_Visitor,False,False
4,107.48,0,0.0,46,1669.91,0.0,0.01,17.11,0.0,Dec,2,2,3,2,New_Visitor,False,False
2,125.0,0,0.0,7,49.0,0.03,0.08,0.0,0.0,May,3,2,8,1,Returning_Visitor,False,False
0,0.0,1,0.0,1,1359.36,0.02,0.1,0.0,0.0,Nov,1,1,4,3,Returning_Visitor,False,False
0,0.0,0,0.0,12,1496.05,0.13,0.07,15.31,0.37,May,3,2,1,3,Returning_Visitor,False,False
0,93.84,0,0.0,75,1704.36,0.0,0.02,15.23,0.0,Nov,2,6,5,3,Returning_Visitor,False,False
3,107.89,0,0.0,77,1903.6,0.02,0.03,0.0,0.0,Dec,1,1,3,2,Returning_Visitor,False,False
3,0.0,0,0.0,6,60.25,0.03,0.07,0.0,0.19,Nov,2,2,1,13,Returning_Visitor,False,True
3,0.0,1,0.0,8,1410.75,0.03,0.06,0.0,0.0,Mar,1,2,8,1,Returning_Visitor,False,False
3,0.0,0,0.0,29,1692.49,0.02,0.01,22.27,0.19,Nov,1,8,1,11,New_Visitor,True,True
4,81.6,1,0.0,32,1699.6,0.01,0.02,0.0,0.0,Jul,2,2,9,1,Returning_Visitor,False,False
1,112.17,0,0.0,37,1209.56,0.02,0.05,0.0,0.0,Aug,2,2,1,4,Returning_Visitor,False,False
3,102.87,0,408.12,39,805.79,0.02,0.05,15.35,0.0,Dec,2,2,4,1,Returning_Visitor,False,False
4,132.33,2,424.01,55,1862.55,0.0,0.02,21.34,0.18,Nov,3,2,1,10,Returning_Visitor,True,False
11,225.22,2,106.8,68,1607.17,0.02,0.03,0.0,0.0,Nov,2,2,1,3,Returning_Visitor,False,True
2,28.0,0,0.0,42,1697.3,0.0,0.0,80.04,0.19,May,2,2,1,4,Returning_Visitor,False,True
2,109.77,1,0.0,0,0.0,0.0,0.07,0.0,0.19,Mar,1,1,8,2,Returning_Visitor,False,False
0,0.0,0,0.0,22,584.5,0.01,0.04,0.0,0.0,May,4,1,9,4,Returning_Visitor,False,False
0,93.58,0,0.0,1,0.0,0.2,0.08,15.46,0.0,Nov,2,2,1,13,Returning_Visitor,False,False
4,268.42,0,0.0,47,1124.88,0.02,0.01,0.0,0.0,Nov,2,2,9,2,Returning_Visitor,False,True
3,14.0,0,0.0,36,947.88,0.0,0.01,0.0,0.19,Nov,2,2,1,10,Returning_Visitor,False,False
7,301.08,1,0.0,27,1538.06,0.01,0.04,11.16,0.0,Jul,3,2,3,4,Returning_Visitor,False,False
3,95.73,0,0.0,1,1255.57,0.04,0.2,15.61,0.0,Nov,8,2,9,3,New_Visitor,False,False
0,0.0,0,0.0,4,87.88,0.0,0.03,15.33,0.19,Nov,1,1,4,2,New_Visitor,True,True
0,93.16,0,0.0,4,1437.33,0.02,0.03,0.0,0.0,Dec,2,2,4,2,Returning_Visitor,False,False
9,266.74,4,1312.4,26,2436.8,0.0,0.02,9.28,0.18,Nov,2,7,1,2,Returning_Visitor,True,True
4,41.7,1,114.0,49,1781.1,0.01,0.02,16.49,0.0,Nov,2,2,4,1,Returning_Visitor,False,True
4,59.53,0,0.0,13,183.65,0.0,0.01,0.0,0.0,Nov,2,2,9,2,New_Visitor,False,False
0,92.72,2,297.2,8,1443.07,0.0,0.04,15.34,0.21,Dec,2,2,1,2,New_Visitor,False,True
0,0.0,0,0.0,18,1696.9,0.03,0.06,0.0,0.0,Nov,2,2,3,1,Returning_Visitor,False,False
1,134.54,0,407.44,28,2195.58,0.02,0.05,18.18,0.0,Oct,1,1,3,2,Returning_Visitor,False,True
4,99.27,1,0.0,21,1698.34,0.02,0.05,0.0,0.0,May,2,2,1,2,Returning_Visitor,False,False
1,0.0,0,406.82,45,1296.0,0.0,0.05,0.0,0.0,Nov,2,5,2,3,Returning_Visitor,False,False
6,47.3,0,410.43,14,1477.33,0.02,0.05,0.0,0.0,Oct,4,1,3,5,New_Visitor,False,True
0,93.02,0,0.0,23,1544.6,0.06,0.09,0.0,0.0,Nov,3,2,8,13,Returning_Visitor,True,False
5,176.25,0,0.0,13,1183.05,0.0,0.04,15.52,0.0,Dec,2,2,1,2,Returning_Visitor,False,False
2,40.0,2,162.0,17,481.67,0.02,0.06,32.65,0.0,Jul,2,2,3,4,Returning_Visitor,False,False
1,27.5,1,413.53,11,1344.24,0.0,0.05,0.0,0.19,Mar,2,2,1,3,Returning_Visitor,False,False
10,593.47,1,402.71,39,1110.97,0.0,0.01,112.44,0.0,Nov,4,2,7,3,Returning_Visitor,False,False
4,164.62,1,411.35,43,1110.58,0.0,0.01,16.36,0.0,Nov,2,2,3,3,Returning_Visitor,False,True
3,0.0,1,408.17,29,669.97,0.02,0.02,0.0,0.19,Nov,2,2,6,2,Returning_Visitor,False,False
0,92.37,1,416.61,12,1605.65,0.0,0.05,0.0,0.19,Dec,4,1,1,2,New_Visitor,False,False
3,0.0,0,0.0,39,250.5,0.0,0.05,0.0,0.19,Mar,3,2,7,1,Returning_Visitor,True,False
2,125.5,0,0.0,6,162.75,0.02,0.03,0.0,0.0,Mar,1,1,1,2,Returning_Visitor,False,False
4,29.0,0,0.0,25,381.36,0.0,0.05,16.11,0.8,May,2,2,1,6,New_Visitor,False,False
10,184.6,0,0.0,47,1686.46,0.02,0.01,0.0,0.0,Sep,2,2,6,2,New_Visitor,False,False
0,92.83,1,0.0,7,343.25,0.02,0.03,49.36,0.0,Nov,2,2,1,7,New_Visitor,True,True
4,112.68,0,0.0,39,1694.42,0.0,0.02,15.55,0.19,Mar,1,1,3,2,Returning_Visitor,False,False
0,0.0,1,420.66,39,275.17,0.02,0.02,15.38,0.24,May,4,1,1,3,Returning_Visitor,False,False
5,555.5,0,0.0,58,1783.55,0.01,0.05,0.0,0.0,Nov,2,2,1,1,Returning_Visitor,False,True
4,42.0,0,0.0,23,502.52,0.02,0.02,18.79,0.0,Mar,2,5,1,3,Returning_Visitor,True,False
0,0.0,0,0.0,13,210.5,0.03,0.05,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False
0,0.0,1,0.0,14,291.6,0.03,0.09,0.0,1.0,May,2,2,6,6,Returning_Visitor,True,False
0,0.0,0,0.0,10,1656.67,0.02,0.05,0.0,0.0,Mar,2,2,6,1,Returning_Visitor,False,False
0,0.0,0,0.0,46,1434.91,0.0,0.03,0.0,0.0,Dec,1,1,1,2,Returning_Visitor,False,False
1,119.87,0,407.98,15,688.18,0.0,0.01,43.03,0.0,Dec,1,1,3,2,New_Visitor,False,True
0,91.7,0,0.0,47,568.48,0.05,0.07,0.0,0.4,May,2,2,1,7,Returning_Visitor,False,False
9,182.51,0,0.0,128,1799.14,0.01,0.02,0.0,0.3,May,2,2,1,13,Returning_Visitor,False,False
0,0.0,0,408.47,38,1378.18,0.2,0.2,0.0,0.0,Dec,1,1,7,3,Returning_Visitor,False,False
5,965.5,0,0.0,30,1895.13,0.02,0.01,0.0,0.0,Dec,3,2,3,2,Returning_Visitor,True,False
0,0.0,0,0.0,47,553.5,0.0,0.05,35.98,0.29,May,2,5,3,4,Returning_Visitor,False,True
2,26.18,6,665.5,14,484.85,0.02,0.04,0.0,0.0,Nov,2,2,3,10,Returning_Visitor,True,False
5,39.7,0,0.0,14,253.6,0.02,0.02,15.37,0.0,Sep,2,2,4,2,New_Visitor,False,False
0,92.44,0,0.0,91,1702.36,0.0,0.02,0.0,0.19,Nov,2,2,1,2,Returning_Visitor,False,False
6,200.22,2,126.0,146,2755.15,0.02,0.05,5.94,0.4,May,2,2,3,1,Returning_Visitor,False,False
0,0.0,0,0.0,8,196.5,0.02,0.05,0.0,0.19,Mar,2,2,1,2,Returning_Visitor,False,False
9,208.4,1,0.0,13,177.73,0.0,0.03,0.0,0.21,May,1,1,3,4,Returning_Visitor,False,False
3,0.0,1,0.0,5,476.0,0.01,0.09,0.0,0.28,May,2,4,1,3,Returning_Visitor,False,False
4,134.91,0,407.4,65,6053.47,0.01,0.05,0.0,0.0,Sep,2,4,9,2,Returning_Visitor,False,False
0,0.0,0,0.0,5,1365.33,0.02,0.04,0.0,0.0,Dec,2,2,4,2,Returning_Visitor,False,False
0,0.0,0,0.0,2,1338.54,0.05,0.2,0.0,0.0,Nov,2,2,2,2,Returning_Visitor,False,False
8,183.97,0,406.91,26,535.47,0.02,0.05,19.48,0.23,May,2,2,4,1,Returning_Visitor,False,False
0,0.0,0,408.08,37,58.0,0.0,0.04,0.0,0.26,May,2,2,4,3,Returning_Visitor,False,False
3,0.0,1,0.0,41,135.25,0.02,0.05,0.0,0.19,Nov,2,2,1,1,Returning_Visitor,False,False
2,318.2,0,0.0,6,117.0,0.02,0.05,0.0,0.19,Nov,2,2,1,2,Returning_Visitor,False,False
0,0.0,0,0.0,41,1388.92,0.0,0.01,16.12,0.18,Sep,1,1,1,4,New_Visitor,False,True
0,0.0,0,0.0,1,1360.19,0.2,0.2,0.0,0.19,Mar,3,2,1,1,Returning_Visitor,False,False
9,184.03,2,20.6,43,1699.42,0.0,0.01,0.0,0.0,Aug,2,2,3,1,New_Visitor,False,False
5,173.26,1,0.0,49,1696.78,0.02,0.05,20.67,0.0,Dec,3,2,3,1,Returning_Visitor,False,True
3,19.2,0,0.0,22,443.83,0.0,0.0,0.0,0.0,Nov,1,1,2,3,Returning_Visitor,False,False
4,117.48,2,19.0,85,3642.07,0.01,0.03,15.99,0.0,Nov,2,2,1,2,Returning_Visitor,False,False
6,299.0,2,41.0,36,696.4,0.0,0.0,0.0,0.0,May,2,2,2,4,New_Visitor,False,False
0,0.0,0,408.52,12,281.5,0.02,0.02,0.0,0.38,May,2,2,7,4,Returning_Visitor,False,False
0,0.0,1,0.0,10,1376.76,0.0,0.03,0.0,0.0,Mar,3,2,2,1,Returning_Visitor,False,False
0,0.0,1,0.0,80,801.8,0.02,0.0,0.0,0.0,Mar,2,2,3,1,Returning_Visitor,False,False
4,104.32,0,0.0,24,727.5,0.0,0.02,0.0,0.0,Mar,2,2,3,2,Returning_Visitor,False,False
10,187.72,1,422.3,29,1683.47,0.02,0.02,0.0,0.0,Sep,3,2,1,5,Returning_Visitor,False,False
4,103.84,3,172.0,23,176.82,0.02,0.06,0.0,0.0,Nov,2,2,1,13,Returning_Visitor,False,False
2,48.5,2,416.53,45,2336.32,0.02,0.04,15.83,0.0,Dec,1,1,1,2,Returning_Visitor,False,False
0,93.3,0,0.0,46,1664.16,0.0,0.05,15.29,0.0,Nov,4,1,1,3,Returning_Visitor,True,False
3,65.93,1,0.0,17,557.69,0.02,0.01,25.28,0.0,Dec,2,2,2,2,Returning_Visitor,False,True
0,93.14,1,420.8,143,4977.85,0.01,0.04,0.0,0.19,Nov,2,2,3,1,Returning_Visitor,False,False
27,853.74,2,126.5,584,24844.16,0.02,0.05,4.51,0.0,Nov,2,4,3,8,Returning_Visitor,False,False
2,138.99,1,413.62,10,753.1,0.0,0.05,0.0,0.0,Nov,2,2,7,2,Returning_Visitor,False,False
4,118.8,0,0.0,47,805.5,0.0,0.05,0.0,0.0,Oct,1,1,9,3,Returning_Visitor,False,False
3,93.03,1,0.0,37,0.0,0.2,0.2,0.0,0.0,Nov,2,2,6,13,Returning_Visitor,False,False
3,294.2,2,108.9,60,1749.93,0.02,0.04,0.0,0.19,Nov,3,2,6,2,Returning_Visitor,False,False
0,93.49,1,0.0,8,1431.51,0.0,0.05,0.0,0.19,Mar,2,5,1,1,Returning_Visitor,False,False
0,0.0,0,0.0,17,1040.1,0.0,0.01,128.83,0.19,Dec,2,2,5,2,New_Visitor,False,True
3,7.1,0,407.74,16,1411.33,0.0,0.03,15.56,0.19,June,2,5,7,2,Returning_Visitor,False,False
8,144.5,2,419.19,52,1697.77,0.02,0.03,0.0,0.22,Nov,3,2,3,13,Returning_Visitor,True,False
3,93.04,1,408.64,1,1358.4,0.04,0.2,15.48,0.0,Dec,3,2,3,2,Returning_Visitor,False,False
4,162.05,1,0.0,27,399.69,0.0,0.01,0.0,0.0,Mar,1,1,1,2,New_Visitor,False,False
0,0.0,0,408.02,40,1699.58,0.02,0.03,0.0,0.0,Nov,2,2,1,1,Returning_Visitor,True,False
0,94.48,0,0.0,44,447.13,0.0,0.05,17.3,0.19,Oct,2,2,5,2,New_Visitor,True,True
2,136.28,1,422.57,46,711.57,0.02,0.01,0.0,0.19,Mar,3,2,3,2,Returning_Visitor,False,False
0,92.61,0,0.0,45,1624.23,0.02,0.04,0.0,0.19,Nov,3,2,3,3,Returning_Visitor,False,False
3,93.14,0,0.0,1,1355.85,0.2,0.08,15.39,0.0,May,1,1,3,3,Returning_Visitor,False,False
6,99.5,0,0.0,11,143.0,0.02,0.05,0.0,0.0,May,2,10,8,2,Returning_Visitor,False,False
4,200.58,1,86.0,65,1476.5,0.04,0.05,1.68,0.8,May,2,6,1,6,Returning_Visitor,False,False
3,21.25,1,415.74,23,1695.3,0.01,0.05,11.08,0.0,Dec,2,2,1,10,Returning_Visitor,False,False
2,87.25,1,416.2,56,1543.49,0.03,0.06,0.0,0.22,Oct,2,__unknown__,3,20,Returning_Visitor,False,False
10,305.91,1,89.95,101,6038.24,0.0,0.05,17.68,0.0,Nov,2,4,3,2,Returning_Visitor,True,True
4,118.5,1,8.5,47,2910.63,0.01,0.02,25.05,0.18,Nov,4,2,1,2,Returning_Visitor,False,True
0,0.0,0,0.0,3,1439.61,0.03,0.06,0.0,0.0,May,3,2,6,3,Returning_Visitor,True,False
4,74.0,1,0.0,49,1799.48,0.0,0.05,0.0,0.0,Dec,2,2,2,1,Returning_Visitor,False,False
0,0.0,1,257.0,31,1691.14,0.02,0.05,22.63,0.4,May,2,2,2,11,Returning_Visitor,False,True
2,334.25,4,92.17,47,1697.45,0.02,0.01,0.0,0.18,Dec,1,1,3,10,New_Visitor,False,False
