Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
3,84.25,1,0.0,52,689.28,0.0,0.03,0.1,0.0,Nov,2,2,1,2,New_Visitor,False,False
0,0.0,0,0.0,1,37.89,0.2,0.2,0.0,0.0,May,1,1,4,3,Returning_Visitor,False,False
0,0.0,0,7.25,37,1687.91,0.01,0.02,0.0,0.6,May,1,2,8,1,Returning_Visitor,False,False
0,0.0,0,0.0,1,58.02,0.19,0.2,0.03,0.0,Nov,4,1,1,2,Returning_Visitor,True,False
13,388.3,8,417.0,67,6483.77,0.0,0.02,1.92,0.0,May,2,2,1,2,Returning_Visitor,False,False
0,0.0,1,2.62,1,0.0,0.19,0.2,0.0,0.0,May,2,2,1,3,Returning_Visitor,False,False
0,0.0,1,10.47,45,1970.0,0.02,0.04,0.0,0.0,June,4,1,3,3,Returning_Visitor,False,False
3,90.0,0,43.73,4,126.0,0.0,0.01,0.0,0.0,May,2,2,6,2,Returning_Visitor,False,False
0,0.0,1,4.26,10,242.92,0.0,0.02,14.65,0.0,Dec,2,2,7,2,Returning_Visitor,False,True
0,0.0,0,0.0,2,19.0,0.0,0.1,0.0,0.0,May,1,1,6,1,Returning_Visitor,True,False
7,51.5,1,3.17,99,1643.19,0.0,0.0,0.03,0.0,Dec,2,2,7,1,Returning_Visitor,False,False
2,94.0,1,6.12,5,97.0,0.0,0.03,0.75,0.0,May,3,3,1,2,Returning_Visitor,False,False
1,58.0,0,5.22,33,647.62,0.01,0.01,0.0,0.0,May,3,2,3,2,New_Visitor,True,False
2,125.0,1,12.25,7,49.0,0.0,0.08,0.0,0.0,Dec,1,1,8,2,Returning_Visitor,False,False
0,0.0,1,0.0,17,487.0,0.0,0.1,0.0,0.0,Nov,1,2,4,10,Returning_Visitor,True,False
0,0.0,1,5.58,10,165.04,0.01,0.17,0.0,0.6,May,2,2,3,3,Returning_Visitor,False,False
0,0.0,0,10.19,41,1108.5,0.0,0.02,0.03,0.0,Nov,2,6,5,3,Returning_Visitor,True,False
0,0.0,0,1.71,37,1903.6,0.0,0.03,0.01,0.0,Dec,1,1,3,1,Returning_Visitor,False,False
0,0.0,1,0.0,10,60.25,0.03,0.07,0.0,0.0,May,2,2,7,3,Returning_Visitor,False,True
0,0.0,1,6.34,8,1690.32,0.03,0.06,0.0,0.0,Mar,1,2,8,1,Returning_Visitor,False,False
0,0.0,0,6.17,29,1137.17,0.0,0.01,22.27,0.0,May,1,1,1,11,Returning_Visitor,True,True
