Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
3,84.25,0,0.0,52,1103.78,0.0,0.03,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,False,False
0,78.05,0,0.0,31,0.0,0.2,0.05,0.0,0.0,May,2,2,4,2,Returning_Visitor,False,False
2,0.0,0,25.12,31,1103.84,0.03,0.02,0.0,0.6,May,1,1,8,2,Returning_Visitor,False,False
0,0.0,0,0.0,1,1101.75,0.02,0.2,0.0,0.0,Nov,4,2,1,10,Returning_Visitor,True,False
13,388.3,8,417.0,67,1182.46,0.0,0.02,24.27,0.0,May,2,2,4,2,Returning_Visitor,False,False
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,May,2,2,1,3,Returning_Visitor,False,False
0,0.0,0,0.0,45,1101.87,0.02,0.04,0.0,0.0,May,4,1,3,3,Returning_Visitor,False,False
3,90.0,0,0.0,31,126.0,0.0,0.01,0.0,0.06,May,2,2,6,5,New_Visitor,False,False
0,0.0,1,51.06,32,1183.5,0.02,0.04,16.16,0.0,Dec,2,2,7,2,Returning_Visitor,False,True
2,0.0,0,0.0,31,19.0,0.0,0.1,4.68,0.0,May,2,2,1,1,Returning_Visitor,True,False
7,78.55,0,0.0,59,1954.75,0.02,0.05,0.0,0.0,May,2,2,1,1,Returning_Visitor,False,False
2,78.88,0,0.0,31,97.0,0.02,0.05,4.58,0.06,Mar,3,3,1,10,Returning_Visitor,False,False
1,58.0,0,0.0,31,647.62,0.0,0.05,4.67,0.06,May,3,2,3,2,New_Visitor,False,False
2,125.0,0,0.0,31,49.0,0.03,0.05,4.62,0.06,May,1,1,1,2,Returning_Visitor,False,False
0,0.0,0,0.0,1,487.0,0.0,0.05,0.0,0.0,Nov,1,1,4,10,Returning_Visitor,True,False
0,0.0,0,25.2,12,103.0,0.13,0.17,0.0,0.6,May,2,2,1,2,Returning_Visitor,False,False
0,0.0,0,0.0,75,1775.24,0.0,0.02,0.0,0.0,Nov,2,6,1,2,Returning_Visitor,False,False
