Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
0,42.94,0,99.78,70,587.51,0.03,0.04,0.0,0.0,Mar,2,2,1,2,Returning_Visitor,False,False
0,47.4,0,67.98,73,0.0,0.09,0.13,3.6,0.2,May,2,2,6,3,Other,False,False
0,44.74,0,70.92,61,577.16,0.03,0.04,9.37,0.22,Dec,2,1,1,4,Returning_Visitor,True,False
0,20.85,0,76.82,44,181.83,0.05,0.07,0.0,0.08,May,2,2,6,10,Other,False,False
2,84.28,8,99.09,103,1687.59,0.03,0.04,33.88,0.07,Nov,3,2,1,2,Returning_Visitor,True,False
0,0.0,0,85.71,1,27.84,0.1,0.14,3.47,0.02,May,2,2,1,3,Other,False,False
0,41.54,0,67.37,71,724.32,0.05,0.05,8.22,0.0,May,2,2,1,1,Other,True,False
1,57.7,0,132.69,4,544.66,0.06,0.08,23.26,0.07,May,2,2,1,3,New_Visitor,True,False
1,67.56,1,109.38,93,1511.52,0.03,0.03,16.16,0.2,Oct,2,2,1,3,Returning_Visitor,False,True
1,63.45,0,97.83,67,884.31,0.03,0.04,13.2,0.18,Dec,2,1,1,1,Returning_Visitor,True,False
0,45.01,0,107.76,85,612.35,0.04,0.05,16.58,0.1,Dec,2,1,1,2,Returning_Visitor,False,False
0,33.92,0,45.92,64,598.67,0.02,0.04,7.12,0.06,Dec,2,2,1,1,Returning_Visitor,False,False
1,49.49,0,121.16,62,971.18,0.03,0.04,22.71,0.11,Dec,2,2,1,2,Returning_Visitor,False,False
1,73.9,2,101.62,76,874.05,0.03,0.04,29.0,0.0,Dec,3,1,6,13,Returning_Visitor,True,False
1,52.82,0,81.85,22,102.41,0.0,0.04,6.5,0.06,Mar,1,1,6,1,Returning_Visitor,True,False
0,42.19,0,113.38,68,111.97,0.11,0.17,7.48,0.09,May,2,2,1,8,Other,True,False
0,40.49,1,137.58,86,1514.15,0.02,0.03,9.62,0.33,Nov,2,3,1,3,Returning_Visitor,False,False
0,8.28,0,36.43,47,343.84,0.02,0.04,10.81,0.06,Dec,2,2,1,2,Returning_Visitor,True,False
0,1.84,0,48.96,25,411.12,0.02,0.04,2.06,0.03,Dec,2,2,7,4,Returning_Visitor,True,True
0,53.05,0,88.19,65,956.65,0.03,0.03,15.92,0.14,Dec,2,2,1,4,Returning_Visitor,True,False
0,39.87,0,49.72,29,426.03,0.02,0.03,13.46,0.1,Oct,2,2,1,1,Returning_Visitor,False,True
1,60.7,0,0.0,104,2230.6,0.03,0.03,16.2,0.08,Nov,2,2,1,3,Other,False,False
0,27.13,0,106.77,53,1094.9,0.02,0.03,14.67,0.11,Dec,2,2,1,2,Returning_Visitor,True,False
0,22.27,0,29.29,44,805.79,0.02,0.03,0.0,0.11,May,2,2,1,2,Returning_Visitor,False,False
3,109.58,0,82.2,84,1555.74,0.0,0.02,17.63,0.14,Nov,3,1,5,4,Returning_Visitor,True,False
0,51.61,1,135.48,68,285.46,0.09,0.14,13.71,0.14,Nov,2,2,1,3,Other,False,True
3,28.0,0,87.03,41,1002.99,0.03,0.02,36.15,0.11,Mar,2,2,1,3,Returning_Visitor,False,True
0,43.61,0,77.64,71,319.23,0.05,0.07,9.78,0.19,Dec,1,1,6,4,Other,True,False
0,50.05,0,68.14,69,815.65,0.03,0.04,11.4,0.16,May,2,2,1,4,Returning_Visitor,True,False
0,47.71,0,103.12,69,907.78,0.03,0.04,15.36,0.08,Mar,2,2,1,2,Other,False,False
0,30.88,0,69.43,62,638.63,0.03,0.04,11.01,0.08,Dec,2,2,6,4,Returning_Visitor,True,True
0,51.8,0,127.68,54,545.72,0.03,0.03,14.08,0.1,Dec,2,2,1,1,Returning_Visitor,False,False
0,11.61,0,0.0,50,1629.48,0.02,0.04,13.91,0.12,Oct,2,2,3,2,Returning_Visitor,True,False
0,30.13,0,71.4,66,501.75,0.04,0.05,8.13,0.23,Dec,2,2,1,1,Other,True,False
2,148.16,0,125.6,61,661.22,0.0,0.02,21.1,0.12,Mar,6,1,6,4,Returning_Visitor,True,True
0,42.23,0,114.59,65,651.35,0.03,0.04,12.44,0.17,Dec,2,2,1,1,Returning_Visitor,True,False
0,22.49,0,58.13,50,794.36,0.02,0.04,14.55,0.14,Oct,2,2,1,1,Returning_Visitor,True,True
6,73.51,1,90.03,401,953.81,0.04,0.07,36.95,0.07,Aug,3,2,1,3,New_Visitor,True,True
1,59.53,0,115.95,113,259.77,0.06,0.06,15.73,0.15,Nov,3,2,9,8,Other,True,False
0,33.82,0,99.14,35,764.23,0.02,0.04,21.22,0.2,Oct,2,1,1,4,Returning_Visitor,True,True
0,33.45,0,91.96,18,693.05,0.02,0.03,10.43,0.11,Dec,2,2,1,4,Returning_Visitor,False,False
2,56.23,0,39.74,28,534.48,0.02,0.04,34.09,0.13,Oct,2,1,1,2,Returning_Visitor,False,True
0,53.0,0,114.65,76,867.89,0.03,0.03,19.59,0.09,Dec,2,1,1,2,Returning_Visitor,False,False
0,53.11,0,118.36,72,1031.47,0.02,0.03,17.11,0.16,Nov,2,1,1,1,Returning_Visitor,False,False
0,54.25,0,113.71,72,801.89,0.04,0.04,13.79,0.18,Dec,2,2,1,1,Other,True,True
0,20.73,0,60.03,64,538.23,0.03,0.04,6.36,0.06,Dec,2,2,1,1,Returning_Visitor,False,False
0,44.62,0,136.18,73,629.68,0.02,0.03,18.67,0.07,Mar,2,2,1,2,Returning_Visitor,False,False
1,75.07,1,139.24,99,1159.94,0.03,0.03,22.11,0.08,Nov,2,1,1,2,Returning_Visitor,False,False
1,67.92,0,56.11,71,243.67,0.03,0.02,13.89,0.12,Mar,2,6,1,2,Other,False,False
5,125.19,3,99.67,39,1110.97,0.03,0.02,36.38,0.14,Nov,2,6,7,2,Returning_Visitor,True,False
2,58.58,0,64.36,68,2112.84,0.02,0.01,16.36,0.2,May,2,2,7,4,Returning_Visitor,True,True
