LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month
400000,1,1,1,34,-2,-2,-2,-2,-2,-2,0,-3,173,0,0,0,0,0,0,0,0,186,0
68348,1,2,2,34,0,0,0,0,0,0,66122,92131,48714,43182,44332,45440,2600,4300,2000,2000,2000,2334,0
200000,2,3,2,49,-2,-2,-1,-1,-1,-1,5027,0,2317,8587,7606,20250,2076,2317,7588,6258,14053,0,0
20000,1,2,1,41,-1,-1,-1,-1,-1,-1,2468,1077,1140,0,5487,6301,1087,1140,967,7014,800,186,0
68415,2,1,1,36,2,0,0,0,0,0,81719,122157,86287,65287,19895,9360,5000,3000,2744,3000,5000,0,0
50000,1,2,2,24,0,0,0,0,0,0,23553,21507,17827,7655,7881,8248,2073,2000,500,500,895,1000,0
20000,2,1,2,25,-1,-1,-1,-1,0,0,4541,0,180,17164,20077,21442,0,1276,18589,1000,1000,1000,1
350000,2,1,2,26,-2,-2,-2,-1,0,0,6015,8751,686,430667,161089,116983,6708,691,238241,1009,596,10356,0
20000,2,2,2,25,2,0,0,0,0,0,11995,13324,14029,14308,14625,18245,1528,1233,968,547,3880,0,1
200000,2,1,1,51,-1,-1,-1,-1,-1,-1,6751,14889,-2,120,150,928,1418,0,122,300,928,464,1
100000,2,2,1,30,0,0,0,0,0,0,118008,116686,113939,111079,107257,105377,5614,5600,8345,4500,5000,5032,0
23788,1,1,2,40,0,0,0,0,0,0,15592,14711,15462,16004,16203,16916,2072,1229,800,605,1000,3404,0
180000,2,1,2,25,1,2,0,0,0,0,41402,41742,49118,43510,44420,45319,1300,2010,1762,1762,1790,1464,0
180000,1,3,2,30,-2,-2,-2,-2,-2,-1,4358,3160,2611,8710,5531,6336,3169,2618,8736,5142,4143,31680,0
400000,1,3,2,49,0,0,-2,-2,-1,0,6056,0,0,369,1757,39066,0,3003,387,1757,24684,10158,0
39813,1,1,2,24,2,0,0,0,0,0,17781,19388,19933,17331,12822,19924,2000,1300,973,388,10000,400,1
90000,2,2,1,50,0,0,0,2,0,0,43439,44512,47677,46615,47537,48616,2073,3122,0,7089,2000,2000,0
87471,1,1,2,29,0,0,0,0,0,0,140265,115829,142508,45455,90055,42804,3300,2500,2513,5388,1600,1600,0
140000,1,2,2,26,0,0,2,2,2,2,131367,146193,140202,144035,90081,130271,17000,3,8337,4728,5300,5033,1
280000,2,1,2,32,0,0,0,0,0,0,202506,197855,239059,106034,248238,117745,10547,80004,68410,7767,6308,5437,0
50000,2,2,1,56,0,0,0,0,0,0,31276,29179,22038,16770,20079,16266,1556,1247,1770,700,1000,1129,0
150000,2,3,2,26,0,0,0,0,0,0,5028,7985,7315,11295,10413,11653,2200,2500,6023,5000,6745,2155,0
148416,1,1,2,31,0,0,0,2,2,0,104503,122282,114791,105544,96980,117734,4000,9006,3283,24,3297,3325,0
68357,1,2,1,35,0,0,0,0,0,2,44198,19727,32620,33274,35732,22277,2000,4000,1710,6258,0,1400,0
360000,2,2,2,30,-1,-1,0,0,0,0,3231,19722,11357,12123,9743,9567,9027,2000,1000,0,0,536,0
459448,2,2,2,33,0,0,0,0,0,0,45818,121989,148366,99008,87982,71935,54360,6000,3704,2741,4146,2331,0
30000,2,2,2,25,0,0,0,0,0,0,28494,28139,27480,26960,20077,27977,1750,1175,1800,1000,894,1460,1
263593,2,1,2,30,-1,-1,-1,0,-1,-1,3945,5795,10863,1601,1126,6302,2395,10863,1,1126,4150,9751,0
262449,2,1,2,29,-2,-2,-2,-2,-2,-2,9099,3771,664,0,641,5506,3775,664,0,641,5506,1847,0
